wku,title,abstract,claims,descriptions
10801137,0,0,0,0
10801141,0,0,0,0
10801161,0,0,0,0
10801178,0,0,0,0
10801180,0,0,0,0
10801190,0,0,0,0
10801237,0,0,0,0
10801246,0,0,0,0
10801266,0,0,0,0
10801269,0,0,0,0
10801273,0,0,0,0
10801274,0,0,0,0
10801278,0,0,0,0
10801283,0,0,0,0
10801284,0,0,0,0
10801293,0,0,0,0
10801305,0,0,0,0
10801307,0,0,0,0
10801315,0,0,0,0
10801316,0,0,0,0
10801318,0,0,0,0
10801320,0,0,0,0
10801329,0,0,0,0
10801339,0,0,0,0
10801358,0,0,0,0
10801359,0,0,0,10
10801361,0,0,0,0
10801362,0,0,0,0
10801366,0,0,0,0
10801385,0,0,0,0
10801391,0,0,0,0
10801392,0,0,0,2
10801397,0,0,0,0
10801406,0,0,0,0
10801414,0,0,0,0
10801417,0,0,0,0
10801418,0,0,0,0
10801426,0,0,0,0
10801428,0,0,0,0
10801431,0,0,0,0
10801433,0,0,0,0
10801437,0,0,0,0
10801442,0,0,0,0
10801448,0,0,0,0
10801450,0,0,0,0
10801452,0,0,0,0
10801455,0,0,0,0
10801459,0,0,0,2
10801462,0,0,0,0
10801469,0,0,0,0
10801473,0,0,0,0
10801474,0,0,0,0
10801491,0,0,0,0
10801495,0,0,0,0
10801498,0,0,0,0
10801509,0,0,0,0
10801529,0,0,0,0
10801549,0,0,0,0
10801557,0,0,0,0
10801560,0,0,0,0
10801574,0,0,0,0
10801579,0,0,0,0
10801588,0,0,0,0
10801592,0,0,0,0
10801594,0,0,0,0
10801598,0,0,0,0
10801612,0,0,0,0
10801624,0,0,0,0
10801627,0,0,0,0
10801644,0,0,0,0
10801653,0,0,0,0
10801662,0,0,0,0
10801670,0,0,0,0
10801684,0,0,0,0
10801699,0,0,0,0
10801722,0,0,0,0
10801724,0,0,0,0
10801726,0,0,0,0
10801729,0,0,0,0
10801731,0,0,0,0
10801762,0,0,0,0
10801764,0,0,0,0
10801773,0,0,0,0
10801790,0,0,0,0
10801827,0,0,0,1
10801833,0,0,0,0
10801834,0,0,0,0
10801836,0,0,0,0
10801837,0,0,0,0
10801840,0,0,0,0
10801842,0,0,0,0
10801847,0,0,0,0
10801848,0,0,0,0
10801849,0,0,2,3
10801853,0,0,0,0
10801863,0,0,0,0
10801865,0,0,0,0
10801868,0,0,0,0
10801871,0,0,0,0
10801877,0,0,0,0
10801882,0,0,0,0
10801883,0,0,0,0
10801886,0,0,0,0
10801890,0,0,0,0
10801898,0,0,0,0
10801899,0,0,0,0
10801900,0,0,0,0
10801901,0,0,0,0
10801910,0,0,0,0
10801911,0,0,0,0
10801921,0,0,0,0
10801923,0,0,0,2
10801925,0,0,0,0
10801935,0,0,0,0
10801950,0,0,0,0
10801973,0,0,0,0
10801985,0,0,0,0
10802001,0,0,0,0
10802002,0,0,0,0
10802003,0,0,0,0
10802037,0,0,0,0
10802038,0,0,0,0
10802058,0,0,0,0
10802060,0,0,0,0
10802062,0,0,0,0
10802071,0,0,0,0
10802079,0,0,0,0
10802084,0,0,0,0
10802087,0,0,0,0
10802099,0,0,0,0
10802101,0,0,0,0
10802117,0,0,0,0
10802121,0,0,0,1
10802123,0,0,0,3
10802128,0,0,0,0
10802135,0,0,0,0
10802147,0,0,0,0
10802157,0,0,0,0
10802158,0,0,0,0
10802159,0,0,0,0
10802160,0,0,0,0
10802165,0,0,0,0
10802176,0,0,0,0
10802177,0,0,0,0
10802179,0,0,0,0
10802181,0,0,0,0
10802182,0,0,0,0
10802195,0,0,0,0
10802213,0,0,0,0
10802220,0,0,0,0
10802225,0,0,0,0
10802229,0,0,0,0
10802244,0,0,0,0
10802266,0,0,0,0
10802278,0,0,0,0
10802281,0,0,0,0
10802282,0,0,0,0
10802291,0,0,0,0
10802294,0,0,0,0
10802300,0,0,0,0
10802336,0,0,0,0
10802382,0,0,0,0
10802392,0,0,0,0
10802393,0,0,0,0
10802420,0,0,0,0
10802422,0,0,0,0
10802426,0,0,0,0
10802435,0,0,0,0
10802453,0,0,0,0
10802458,0,0,0,0
10802467,0,0,0,0
10802478,0,0,0,0
10802482,0,0,0,0
10802483,0,0,0,0
10802492,0,0,0,0
10802496,0,0,0,0
10802501,0,0,0,0
10802516,0,0,0,0
10802517,0,0,0,0
10802521,0,0,0,0
10802523,0,0,0,0
10802525,0,0,0,0
10802532,0,0,0,0
10802535,0,0,0,0
10802543,0,0,0,0
10802546,0,0,0,0
10802557,0,0,0,0
10802559,0,0,0,0
10802565,0,0,0,0
10802566,0,0,0,0
10802567,0,0,0,0
10802568,0,0,0,0
10802577,0,0,0,0
10802579,0,0,0,0
10802585,0,0,0,0
10802586,0,1,2,10
10802588,0,0,0,0
10802592,0,0,0,0
10802595,0,0,0,0
10802600,0,0,0,7
10802603,0,0,0,0
10802612,0,0,0,0
10802613,0,0,0,0
10802617,0,0,0,0
10802651,0,0,0,0
10802656,0,0,0,0
10802657,0,0,0,1
10802658,0,0,0,1
10802660,0,0,0,0
10802661,0,0,0,0
10802665,0,0,0,0
10802667,0,0,0,12
10802669,0,0,0,0
10802670,0,0,0,0
10802671,0,0,0,0
10802673,0,0,0,0
10802679,0,0,0,0
10802681,0,0,0,0
10802683,0,0,0,0
10802686,0,0,0,0
10802687,0,0,0,0
10802689,0,0,0,0
10802696,0,0,0,0
10802697,0,0,0,0
10802703,0,0,0,0
10802705,0,0,0,0
10802709,0,0,0,1
10802711,0,0,0,0
10802713,0,0,0,0
10802715,0,0,0,0
10802721,0,0,0,0
10802724,0,0,0,0
10802726,0,0,0,0
10802733,0,0,0,0
10802734,0,0,0,0
10802736,0,0,0,0
10802738,0,0,0,0
10802739,0,0,0,0
10802740,0,0,0,0
10802742,0,0,0,0
10802744,0,0,0,0
10802745,0,0,0,0
10802746,0,0,0,0
10802753,0,0,0,0
10802754,0,0,0,0
10802756,0,0,0,0
10802766,0,0,0,0
10802770,0,0,0,0
10802775,0,0,0,0
10802795,0,0,0,0
10802800,0,0,0,0
10802802,0,0,0,0
10802803,0,4,5,37
10802805,0,0,0,0
10802806,0,0,0,0
10802807,0,0,0,2
10802809,0,0,0,0
10802820,0,0,0,0
10802825,0,0,0,1
10802826,0,0,0,1
10802828,0,0,0,1
10802829,0,0,0,0
10802830,0,0,0,0
10802833,0,0,0,1
10802834,0,0,0,0
10802836,0,0,0,0
10802838,0,0,0,0
10802841,0,0,0,0
10802843,0,0,0,0
10802844,0,0,0,0
10802847,0,0,0,0
10802848,0,0,0,1
10802849,0,0,0,1
10802852,0,0,0,0
10802853,0,0,0,0
10802855,0,0,0,0
10802857,0,0,0,0
10802858,0,0,0,0
10802860,0,0,0,0
10802861,0,0,0,0
10802865,0,0,0,0
10802866,0,0,0,0
10802868,0,0,0,0
10802872,0,0,0,1
10802875,0,0,0,0
10802882,0,0,0,0
10802883,0,0,0,0
10802884,0,0,0,0
10802890,0,0,0,0
10802893,0,0,0,0
10802895,0,0,0,0
10802902,0,0,0,0
10802903,0,0,0,0
10802904,0,0,0,0
10802905,0,1,0,4
10802907,0,0,0,0
10802908,0,0,0,0
10802909,0,0,0,0
10802910,0,0,0,0
10802911,0,0,0,0
10802914,0,0,0,0
10802921,0,0,0,0
10802922,0,0,0,0
10802926,0,0,0,0
10802928,0,0,0,0
10802930,1,3,12,87
10802931,0,0,0,2
10802932,0,0,0,0
10802936,0,0,0,0
10802938,0,0,0,0
10802942,0,0,0,10
10802944,0,0,0,0
10802946,0,0,0,49
10802947,0,0,0,0
10802948,0,0,0,2
10802951,0,0,0,0
10802955,0,0,0,0
10802956,0,0,10,7
10802964,0,0,0,0
10802965,0,0,0,0
10802966,0,0,0,0
10802967,0,0,0,7
10802968,0,0,0,0
10802970,0,0,0,6
10802971,0,0,0,0
10802973,0,0,0,0
10802974,0,0,0,0
10802977,0,0,0,0
10802979,0,0,0,0
10802984,0,0,0,0
10802986,0,0,0,0
10802988,0,0,0,2
10802990,0,0,0,0
10802993,0,0,0,0
10802995,0,0,0,1
10802996,0,0,0,0
10802998,0,0,0,0
10803000,0,0,0,0
10803002,0,0,0,0
10803007,0,0,0,1
10803009,0,0,0,0
10803011,0,1,3,7
10803012,0,0,0,0
10803018,0,0,0,0
10803019,0,0,0,0
10803025,0,0,0,2
10803026,0,0,0,4
10803027,0,0,0,0
10803029,0,0,0,2
10803031,0,0,0,0
10803032,0,0,0,0
10803034,0,0,0,0
10803038,0,0,0,0
10803039,0,0,0,0
10803040,0,0,0,0
10803042,0,0,0,0
10803047,0,0,0,0
10803048,0,0,0,0
10803050,0,0,0,20
10803051,0,0,0,1
10803053,0,0,0,1
10803054,0,0,0,0
10803055,0,0,0,0
10803056,0,0,0,0
10803057,0,0,7,14
10803059,0,0,0,0
10803060,0,0,0,2
10803062,0,0,0,0
10803064,0,0,0,3
10803067,0,0,0,0
10803068,0,0,0,0
10803069,0,0,0,0
10803070,0,0,0,0
10803075,0,0,0,0
10803076,0,0,0,0
10803077,0,0,0,0
10803078,0,0,0,0
10803079,0,0,0,0
10803080,0,0,0,0
10803081,0,0,0,0
10803087,0,0,0,0
10803089,0,0,0,25
10803090,0,0,0,0
10803093,0,0,0,0
10803094,0,0,0,0
10803095,0,0,3,7
10803099,0,0,0,0
10803100,0,0,0,0
10803101,0,0,0,1
10803108,0,0,0,1
10803111,0,0,2,20
10803112,0,0,0,0
10803115,0,0,6,4
10803122,0,0,0,0
10803123,0,0,0,1
10803125,0,0,0,0
10803127,0,0,0,0
10803128,0,0,0,0
10803130,0,0,6,3
10803131,0,0,0,0
10803135,0,0,0,2
10803139,0,0,0,0
10803144,0,0,0,0
10803152,0,0,0,0
10803153,0,0,0,0
10803154,0,0,1,9
10803157,0,0,0,0
10803164,0,0,0,0
10803166,0,0,2,6
10803169,0,1,6,23
10803173,0,0,0,0
10803175,0,0,0,0
10803176,0,0,0,0
10803177,0,0,0,3
10803181,0,0,0,0
10803182,0,0,0,0
10803185,0,0,0,0
10803187,0,0,0,0
10803189,0,0,0,1
10803196,0,0,0,0
10803197,0,0,0,14
10803203,0,0,0,3
10803206,0,0,0,0
10803207,0,0,0,0
10803209,0,0,0,0
10803211,0,3,25,171
10803215,0,0,0,0
10803216,0,0,0,0
10803218,0,0,0,1
10803219,0,0,0,0
10803220,0,0,0,0
10803222,0,0,0,0
10803224,0,0,0,0
10803232,0,0,0,0
10803235,0,0,0,0
10803242,0,0,0,0
10803244,0,0,0,1
10803245,0,0,0,0
10803246,0,0,0,3
10803247,0,0,0,1
10803248,0,0,0,4
10803250,0,0,0,1
10803254,0,0,0,0
10803255,0,0,0,5
10803257,0,0,0,2
10803268,0,0,0,0
10803270,0,0,0,0
10803273,0,0,0,0
10803274,0,0,0,0
10803275,0,0,0,0
10803281,0,0,0,0
10803288,0,0,0,0
10803297,0,0,0,2
10803300,0,0,0,5
10803301,0,0,0,1
10803305,0,0,0,0
10803336,0,0,0,0
10803345,0,0,0,12
10803346,0,0,0,0
10803361,0,0,7,2
10803369,0,0,0,0
10803371,0,0,0,0
10803379,0,0,0,5
10803380,0,0,6,3
10803381,0,0,0,2
10803382,1,0,0,32
10803386,0,0,0,4
10803391,0,0,0,2
10803392,1,2,3,18
10803394,0,0,0,0
10803395,0,0,1,7
10803396,0,0,0,0
10803400,0,0,0,0
10803401,0,0,2,18
10803406,0,0,0,16
10803408,0,0,0,1
10803409,0,0,0,0
10803412,0,0,0,0
10803413,0,0,0,0
10803427,0,0,0,0
10803429,0,0,0,0
10803446,0,0,0,0
10803449,0,0,0,0
10803450,0,0,0,0
10803453,0,0,0,0
10803454,0,0,0,0
10803456,0,0,0,0
10803460,0,0,0,0
10803463,0,0,0,0
10803464,0,0,0,7
10803465,0,0,0,0
10803466,0,0,0,0
10803467,0,0,0,0
10803468,0,0,0,0
10803470,0,0,0,0
10803475,0,0,0,0
10803477,0,0,0,0
10803478,0,0,0,0
10803483,0,0,0,0
10803485,0,0,0,0
10803486,0,0,0,0
10803490,0,0,0,0
10803491,0,0,3,1
10803492,0,0,0,1
10803493,0,0,0,0
10803494,0,0,0,0
10803499,0,0,0,0
10803503,0,0,0,0
10803504,0,2,2,0
10803507,0,0,0,6
10803508,0,0,6,10
10803511,0,0,0,0
10803519,0,0,0,2
10803521,0,0,0,0
10803525,0,0,0,0
10803529,0,0,0,0
10803530,0,0,0,0
10803531,0,0,0,0
10803532,0,0,0,1
10803534,0,0,0,0
10803535,0,0,7,7
10803536,0,0,0,0
10803540,0,0,0,0
10803544,0,0,0,1
10803545,0,0,0,0
10803548,0,0,0,56
10803549,0,0,0,7
10803553,0,0,0,0
10803559,0,0,0,0
10803565,0,0,0,0
10803574,0,0,0,0
10803575,0,0,0,1
10803585,0,1,1,14
10803591,0,0,0,0
10803607,0,0,0,0
10803610,0,0,0,4
10803612,0,2,12,28
10803614,0,0,0,1
10803616,0,0,0,0
10803618,0,0,0,0
10803620,0,0,0,0
10803626,0,0,0,0
10803627,0,0,9,19
10803628,0,0,0,0
10803629,0,0,0,0
10803633,0,0,0,0
10803637,0,0,0,0
10803638,0,0,0,0
10803640,0,0,0,0
10803645,0,0,0,0
10803648,0,0,0,0
10803649,0,0,0,0
10803650,0,0,0,0
10803651,0,0,0,0
10803653,0,0,0,3
10803655,0,0,0,0
10803656,0,0,0,1
10803661,0,0,0,0
10803663,0,0,0,0
10803665,0,0,0,0
10803666,0,0,0,0
10803669,0,0,0,3
10803670,0,0,0,0
10803671,0,0,0,0
10803676,0,0,0,0
10803679,0,0,0,1
10803684,0,0,0,0
10803687,0,0,0,1
10803692,0,0,0,0
10803710,0,0,0,0
10803719,0,0,0,1
10803726,0,0,0,0
10803728,0,0,0,0
10803730,0,0,0,2
10803731,0,0,0,0
10803739,0,0,0,0
10803754,0,0,0,0
10803755,0,0,0,0
10803758,0,0,0,5
10803759,0,0,0,1
10803826,0,0,0,0
10803828,0,0,0,0
10803843,0,0,0,0
10803848,0,0,0,0
10803854,0,0,0,0
10803855,0,0,0,0
10803856,0,0,0,1
10803859,0,0,0,17
10803860,0,0,0,6
10803869,0,0,0,1
10803876,0,0,0,0
10803885,0,0,0,0
10803886,0,0,0,0
10803889,0,0,0,0
10803891,0,0,0,0
10803892,0,0,0,0
10803893,0,0,0,0
10803896,0,0,0,0
10803902,0,0,0,0
10803907,0,0,0,0
10803908,0,0,0,0
10803909,0,0,0,0
10803913,0,0,0,0
10803914,0,0,0,0
10803921,0,0,0,0
10803922,0,0,0,0
10803923,0,0,0,0
10803924,0,0,0,0
10803926,0,0,0,0
10803933,0,0,0,0
10803934,0,0,0,0
10803937,0,0,0,0
10803938,0,0,0,0
10803939,0,0,0,0
10803942,0,0,0,0
10803944,0,0,0,0
10803945,0,0,0,0
10803948,0,0,0,0
10803957,0,0,0,0
10803962,0,0,0,0
10803963,0,0,0,0
10803964,0,0,0,0
10803968,0,0,0,0
10803969,0,0,0,0
10803970,0,0,0,0
10803976,0,0,0,0
10804023,0,0,0,0
10804027,0,0,0,0
10804036,0,0,0,0
10804051,0,0,0,0
10804060,0,0,0,0
10804063,0,0,0,0
10804068,0,0,0,0
10804079,0,0,0,0
10804081,0,0,0,0
10804088,0,0,0,0
10804091,0,0,0,0
10804094,0,0,0,0
10804099,0,0,0,0
10804106,0,0,0,0
10804114,0,0,0,0
10804115,0,0,0,0
10804116,0,0,0,0
10804117,0,0,0,0
10804125,0,0,0,0
10804129,0,0,0,0
10804136,0,0,0,0
10804141,0,0,0,0
10804144,0,0,0,0
10804148,0,0,0,0
10804159,0,0,0,0
10804165,0,0,0,0
10804168,0,0,0,0
10804170,0,0,0,0
10804174,0,0,0,0
10804179,0,0,0,0
10804181,0,0,0,0
10804185,0,0,0,0
10804188,0,0,0,0
10804195,0,0,0,0
10804199,0,0,0,0
10804201,0,0,0,0
10804204,0,0,0,0
10804207,0,0,0,0
10804214,0,0,0,0
10804225,0,0,0,0
10804227,0,0,0,0
10804233,0,0,0,0
10804241,0,0,0,0
10804243,0,0,0,0
10804246,0,0,0,0
10804255,0,0,0,0
10804256,0,0,0,0
10804261,0,0,0,0
10804262,0,0,0,0
10804263,0,0,0,0
10804266,0,0,0,0
10804270,0,0,0,0
10804273,0,0,0,0
10804274,0,0,0,0
10804280,0,0,0,0
10804296,0,0,0,0
10804319,0,0,0,0
10804359,0,0,0,0
10804364,0,0,0,0
10804368,0,0,0,0
10804379,0,0,0,0
10804380,0,0,0,0
10804383,0,0,0,0
10804386,0,0,0,0
10804387,0,0,0,0
10804390,0,0,0,0
10804398,0,0,0,0
10804399,0,0,0,0
10804408,0,0,0,0
10804410,0,0,0,0
10804416,0,0,0,0
10804419,0,0,0,0
10804428,0,0,0,0
10804447,0,0,0,0
10804454,0,0,0,0
10804458,0,0,0,0
10804460,0,0,0,0
10804468,0,0,0,0
10804511,0,0,0,0
10804512,0,0,0,0
10804577,0,0,0,0
10804584,0,0,0,0
10804585,0,0,0,7
10804586,0,0,0,7
10804588,0,0,0,0
10804598,0,0,0,0
10804600,0,0,0,0
10804609,0,0,0,0
10804617,0,0,0,0
10804626,0,0,0,0
10804629,0,0,0,0
10804631,0,0,0,0
10804649,0,0,0,0
10804650,0,0,0,0
10804651,0,0,0,0
10804653,0,0,0,0
10804678,0,0,0,0
10804691,0,0,0,0
10804707,0,0,0,0
10804717,0,0,0,0
10804719,0,0,0,0
10804727,0,0,0,0
10804735,0,0,0,0
10804747,0,0,0,0
10804748,0,0,0,0
10804757,0,0,0,0
10804759,0,0,0,0
10804762,0,0,0,0
10804766,0,0,0,0
10804778,0,0,0,0
10804803,0,0,0,0
10804806,0,0,0,0
10804808,0,0,0,0
10804813,0,0,0,0
10804815,0,0,0,0
10804816,0,0,0,0
10804842,0,0,0,0
10804845,0,0,0,0
10804847,0,0,0,0
10804848,0,0,0,0
10804851,0,0,0,0
10804854,0,0,0,0
10804859,0,0,0,0
10804863,0,0,0,0
10804866,0,0,0,0
10804867,0,0,0,0
10804871,0,0,0,0
10804874,0,0,0,0
10804879,0,0,0,0
10804887,0,0,0,0
10804889,0,0,0,0
10804900,0,0,0,0
10804905,0,0,0,0
10804911,0,0,0,0
10804912,0,0,0,0
10804919,0,0,0,0
10804926,0,0,0,0
10804930,0,0,0,0
10804932,0,0,0,0
10804935,0,0,0,0
10804938,0,0,0,2
10804942,0,0,0,0
10804945,0,0,0,0
10804951,0,0,0,0
10804956,0,0,0,0
10804957,0,0,0,0
10804958,0,0,0,0
10804959,0,0,0,7
10804960,0,0,0,7
10804961,0,0,0,7
10804962,0,0,0,7
10804964,0,0,0,7
10804965,0,0,0,2
10804968,0,0,0,7
10804978,0,0,0,0
10804983,0,0,0,0
10804984,0,0,0,0
10804987,0,0,0,0
10804996,0,0,0,0
10805000,0,0,0,0
10805001,0,0,0,0
10805004,0,0,0,0
10805014,0,0,0,0
10805017,0,0,0,0
10805037,0,0,0,0
10805038,0,0,0,0
10805039,0,0,0,0
10805044,0,0,0,6
10805047,0,0,0,0
10805056,0,0,0,0
10805067,0,0,0,0
10805073,0,0,0,0
10805077,0,0,0,0
10805080,0,0,0,0
10805083,0,0,0,6
10805086,0,0,0,0
10805087,0,0,0,0
10805092,0,0,0,0
10805094,0,0,0,0
10805096,0,0,0,0
10805102,0,0,0,0
10805104,0,0,0,0
10805110,0,0,0,0
10805117,0,0,0,0
10805118,0,0,0,0
10805120,0,0,0,0
10805123,0,0,0,0
10805124,0,0,0,0
10805128,0,0,0,2
10805136,0,0,0,0
10805144,0,0,0,0
10805145,0,0,0,0
10805146,0,0,0,0
10805152,0,0,0,0
10805153,0,0,0,0
10805154,0,0,0,0
10805160,0,0,0,0
10805163,0,0,1,3
10805164,0,0,0,0
10805170,0,0,0,0
10805171,0,1,0,24
10805172,0,0,0,0
10805173,0,0,0,1
10805174,1,0,0,8
10805178,0,0,0,0
10805179,0,0,0,1
10805181,0,0,0,0
10805184,0,0,0,15
10805185,0,1,6,26
10805188,0,0,0,0
10805190,0,0,0,0
10805191,0,0,0,0
10805192,0,0,0,0
10805193,0,0,0,0
10805194,0,0,0,0
10805199,0,0,0,0
10805200,0,0,0,0
10805201,0,0,0,0
10805202,0,0,0,0
10805210,0,0,0,0
10805211,1,0,0,14
10805212,0,0,0,0
10805213,0,0,0,0
10805214,0,1,4,4
10805215,0,0,0,0
10805216,0,0,0,0
10805217,0,0,0,5
10805220,0,0,0,0
10805222,0,0,0,0
10805227,0,0,0,0
10805228,0,0,0,0
10805229,0,0,0,0
10805234,0,0,0,0
10805235,0,0,0,0
10805236,0,0,0,0
10805237,0,0,0,1
10805238,0,0,0,0
10805239,0,0,0,0
10805240,0,0,0,0
10805242,0,0,0,0
10805244,0,0,0,3
10805245,0,0,0,0
10805246,0,0,0,0
10805249,0,0,0,0
10805250,0,0,0,0
10805252,0,0,0,0
10805253,0,0,0,1
10805257,0,0,0,0
10805258,0,0,0,0
10805259,0,2,0,4
10805264,0,0,0,0
10805271,0,0,0,0
10805272,0,0,0,1
10805281,0,0,0,1
10805282,0,0,0,0
10805283,0,0,0,0
10805286,0,0,0,0
10805288,0,0,0,0
10805290,0,0,0,0
10805291,0,0,0,0
10805295,0,0,0,0
10805297,0,0,4,7
10805298,0,0,0,0
10805300,0,0,0,0
10805308,0,0,0,1
10805309,0,0,0,0
10805312,0,0,0,0
10805317,0,0,0,3
10805318,0,0,2,2
10805322,0,0,0,0
10805324,0,0,0,2
10805327,0,0,0,2
10805329,0,0,0,0
10805330,0,0,0,0
10805332,0,0,0,0
10805337,0,0,0,0
10805338,0,1,9,14
10805341,0,2,11,20
10805342,0,0,0,2
10805347,1,0,0,3
10805348,0,0,0,0
10805349,0,0,0,0
10805350,0,0,0,0
10805353,0,0,0,14
10805357,0,0,0,0
10805358,0,0,0,0
10805366,0,0,0,0
10805367,0,0,0,4
10805370,0,0,0,0
10805373,0,0,0,0
10805377,0,0,0,0
10805381,0,0,0,0
10805382,0,0,0,0
10805383,0,0,0,0
10805392,0,0,0,0
10805395,0,0,0,0
10805401,0,0,0,0
10805402,0,0,0,0
10805406,0,0,0,0
10805407,0,0,0,0
10805411,0,0,0,0
10805412,0,0,0,0
10805413,0,0,0,0
10805414,0,0,0,0
10805416,0,0,0,0
10805418,0,0,0,0
10805421,0,0,0,0
10805422,0,0,0,0
10805423,0,0,0,0
10805424,0,0,0,0
10805425,0,0,0,0
10805430,0,0,0,0
10805433,0,0,0,0
10805436,0,0,0,0
10805454,0,0,0,0
10805455,0,0,0,0
10805464,0,0,0,0
10805469,0,0,0,14
10805471,0,0,0,0
10805477,0,0,0,0
10805488,0,0,0,0
10805494,0,0,0,0
10805497,0,0,0,0
10805499,0,0,0,0
10805516,0,0,0,0
10805521,0,0,0,0
10805524,0,0,0,0
10805556,0,0,7,7
10805567,0,0,0,0
10805575,0,0,0,1
10805587,0,0,0,0
10805594,0,0,0,0
10805616,0,0,0,0
10805617,0,0,0,0
10805619,0,0,0,0
10805625,0,0,0,0
10805627,0,0,0,0
10805629,0,0,0,5
10805630,0,0,0,0
10805640,0,0,0,0
10805641,0,0,0,0
10805643,0,0,0,0
10805645,0,0,0,0
10805646,0,0,0,0
10805647,0,0,0,0
10805650,0,0,0,0
10805651,0,0,0,0
10805652,0,0,0,0
10805653,0,0,0,2
10805654,0,0,0,0
10805656,0,0,0,0
10805657,0,0,0,0
10805659,0,0,0,0
10805662,0,0,0,0
10805663,0,0,0,0
10805665,0,0,0,0
10805671,0,0,0,0
10805674,0,0,0,0
10805675,0,0,0,0
10805677,0,0,0,0
10805678,0,0,0,0
10805683,0,0,0,0
10805690,0,0,0,2
10805705,0,0,0,2
10805713,0,0,0,0
10805714,0,0,0,0
10805718,0,0,0,0
10805759,0,0,0,0
10805760,0,0,0,0
10805762,0,0,0,0
10805764,0,0,0,0
10805765,0,0,0,0
10805772,0,0,0,1
10805777,0,0,0,3
10805782,0,0,0,0
10805784,0,0,0,0
10805787,0,0,0,0
10805790,0,0,0,0
10805791,0,0,0,0
10805798,0,0,0,0
10805799,0,0,0,0
10805801,0,0,0,0
10805809,0,0,9,14
10805810,0,0,0,0
10805816,0,0,0,0
10805817,0,0,0,0
10805821,0,0,0,0
10805823,0,0,0,0
10805825,0,0,0,0
10805828,0,0,0,0
10805829,0,0,0,0
10805836,0,0,0,0
10805841,0,0,0,0
10805855,0,0,0,0
10805857,0,0,0,0
10805862,0,1,0,16
10805869,0,0,0,0
10805878,0,0,0,0
10805879,0,0,0,0
10805892,0,0,0,0
10805894,0,0,0,0
10805899,0,0,0,0
10805901,0,0,0,0
10805906,0,0,0,0
10805908,0,0,0,0
10805926,0,0,0,0
10805935,0,0,0,2
10805939,0,0,0,0
10805940,0,0,0,0
10805942,0,0,0,0
10805949,0,0,0,0
10805959,0,0,0,0
10805973,0,0,0,0
10805979,0,0,0,0
10805980,0,0,0,0
10805981,0,0,0,0
10805984,0,0,0,0
10805990,0,0,0,0
10806005,0,0,0,0
10806021,0,0,0,0
10806023,0,0,0,0
10806026,0,0,0,0
10806030,0,0,0,0
10806032,0,0,0,0
10806053,0,0,0,0
10806054,0,0,0,0
10806056,0,0,0,0
10806066,0,0,0,0
10806070,0,0,0,0
10806077,0,0,0,0
10806078,0,0,0,0
10806079,0,0,0,0
10806081,0,0,0,0
10806082,0,0,0,0
10806086,0,0,0,0
10806087,0,0,0,0
10806088,0,0,0,0
10806090,0,0,0,0
10806091,0,0,0,0
10806092,0,0,0,0
10806103,0,0,0,0
10806105,0,0,0,0
10806125,0,0,0,0
10806143,0,0,0,0
10806188,0,0,0,0
10806199,0,0,0,0
10806207,0,0,0,0
10806209,0,0,0,0
10806210,0,0,0,0
10806212,0,0,0,0
10806214,0,0,0,0
10806215,0,0,0,0
10806226,0,0,0,0
10806297,0,0,0,0
10806309,0,0,0,0
10806323,0,0,0,0
10806325,0,0,0,0
10806334,0,2,48,91
10806344,0,0,0,0
10806361,0,0,0,0
10806365,0,0,0,0
10806370,0,0,0,0
10806382,0,0,0,0
10806388,0,0,0,1
10806391,0,0,0,1
10806399,0,0,0,0
10806409,0,0,0,0
10806413,0,0,0,0
10806439,0,0,0,0
10806448,0,0,0,0
10806449,0,0,0,0
10806450,0,0,0,0
10806451,0,0,0,0
10806474,0,0,0,0
10806478,0,0,0,0
10806479,0,0,0,0
10806502,0,0,0,0
10806503,0,0,0,0
10806516,0,0,1,35
10806521,0,0,0,0
10806524,0,0,0,0
10806526,0,0,0,0
10806530,0,0,0,0
10806531,0,0,0,0
10806533,0,0,0,0
10806547,0,0,0,0
10806549,0,0,0,0
10806556,0,0,0,0
10806569,0,0,0,0
10806570,0,0,0,0
10806573,0,0,0,0
10806574,0,0,0,0
10806575,0,0,0,0
10806579,0,0,0,0
10806634,0,0,0,0
10806635,0,0,0,0
10806638,0,0,0,0
10806641,0,0,0,0
10806647,0,0,0,0
10806653,0,0,0,0
10806679,0,0,0,0
10806681,0,0,0,0
10806686,0,0,0,0
10806688,0,0,0,0
10806692,0,0,0,0
10806724,0,0,0,0
10806780,0,0,0,0
10806785,0,0,0,0
10806816,0,0,0,0
10806829,0,0,0,0
10806873,0,0,0,0
10806901,0,0,0,0
10806911,0,0,0,0
10806918,0,0,0,0
10806922,0,0,0,0
10806930,0,0,0,0
10806933,0,0,0,0
10806934,0,0,0,1
10806935,0,0,0,0
10806947,0,0,0,0
10806954,0,0,0,0
10807003,0,0,0,0
10807004,0,0,0,19
10807006,0,0,0,0
10807017,0,0,0,0
10807025,0,0,0,0
10807046,0,0,0,0
10807064,0,0,0,0
10807068,0,0,0,0
10807069,0,0,0,0
10807088,0,0,0,0
10807089,0,0,0,0
10807114,0,0,0,0
10807127,0,0,0,0
10807146,0,0,0,0
10807152,0,0,0,0
10807154,0,0,0,0
10807166,0,0,0,0
10807178,0,0,0,0
